translation,selected_choice
树上的鸦雀停止了聒噪，进入了梦乡。,冷露无声湿桂花
拂晓朱门列戟。,列戟朱门晓
往来射猎来到西山头。,往来射猎西山头
还拿来那鹿皮面的小几。,还持鹿皮几
那桃花叱拨的价最殊。,桃花叱拨价最殊
喝着名贵的酒纵情地欢乐。,斗酒十千恣欢谑
屋前面的院子如同月光照射。,前庭如月辉
皇帝欲救不能掩面而泣。,君王掩面救不得
隔着宽阔的江水，只是隐约可见远方似有一片红色的云彩。,水上觅红云
一直到深夜才打道回府。,欢赏夜方归
看头上的青丝就不必为悲苦所幽禁。,相看未白首
轻轻敲打，冰块发出穿林而过的响声，当欣赏者正醉心于那穿林而过的响声时，忽然却听到了另一种声音--冰块落地，发出了如玻璃破碎的声音。,敲成玉磬穿林响，忽作玻璃碎地声。
庄园的附近，青山绿水，湖光山色，闲云野寺，一线相连。,山带平湖野寺连
你清光独照，我世尘满心。,清光独映君
有时谈论文章到深入玄妙处。,文章或论到渊奥
等那雪花纷飞之时，我要重来，观赏那银装素裹的景致。,只待重来看雪天
贾谊的破庙年久失修，呜呜的风声诉说着其中的缘由。,贾傅承尘破庙风
桥边灯火辉煌，寺外舳舻辐辏。,春风寺外船
为何继承前任遗绪。,何续初继业
因为远别而积思成梦，梦里悲啼，久唤难醒。,梦为远别啼难唤
高高的轩台辉映着春色。,高轩暧春色
不恤国事，不知道韩擒虎已经带领隋兵迫近宫门。,不知门外韩擒虎
如此大的风波危险，可不能出行啊！,如此风波不可行
在广袤的平沙之上，行进的部队蜿如游龙，战士的盔甲银鳞一般，在日照下寒光闪闪。,满碛寒光生铁衣
专权的人自以为是英雄豪杰。,专权意气本豪雄
池塘里的荷花散射出一片鲜艳的色彩。,菡萏溢嘉色
多少回酒醉中又壮心偶发。,壮心偶傍醉中来
秋光原阔与青天相合。,迥与青冥合
像冬眠的动物争相在上面安家。,白蛰竞所营
小韦哥从长安来。,客自长安来
衣冠整洁的三良正遇上明君秦穆公，他们才高志大，一顾一盼都光彩四射。,束带值明后，顾盼流辉光。
起身看北斗星已经横斜。,起看北斗斜
酒酣心自开朗。,酒酣心自开
白天乱耳有山泉淙淙。,昼聒泉壑声
东风已吹绿了瀛洲之草，宫中的紫殿和红楼，在春色里显得格外的美丽。,东风已绿瀛洲草，紫殿红楼觉春好。
扬子驿盖在树林的开阔处。,林开扬子驿
狂风怒吼，像要把高山扫平。,疾风高冈裂
稀疏的树木远在天边隐约可见。,寒树依微远天外
秋原飞驰本来是等闲事。,等闲飞鞚秋原上
在晴朗的天空下，在野外空旷的地方与敌人激战。,天清野旷来酣战
因少有人来石阶上已长满青苔。,苔衣上闲阶
此时的游兴依然未减。,佳趣尚未歇
在碧山绿水间赏玩它们。,玩之坐碧山
只有那清风显得幽闲自在。,唯有清风闲
西王母的神鸟，还没带回长生的信息，茂陵的烟树却已深染愁色。,昆仑使者无消息，茂陵烟树生愁色。
雨点纷落，把东坡洗得格外干净，月亮的光辉也变得清澈。,雨洗东坡月色清
摘来香草啊同谁赏识。,吾谁与玩此芳草
傍晚时来到铺满大雪的山城关界。,雪满山城入暮关
披着蓑衣的牧童正在唱歌。,蓑唱牧牛儿
还在想唐宪宗时淮西节度使吴元济据蔡州而反叛的事情。,尚想元和贼负恩
韩信穷苦潦倒。,刘项存亡在两臣
河边路旁长满了看也看不尽的鲜花。,看花还看花
为了抢先进入明光宫，杨家豪奴，挥动金鞭与公主争道，致使公主惊下马来，宝钗堕地。,金鞭争道宝钗落，何人先入明光宫。
花园里的草木在寒冷的西北风中逐渐凋零。,园林尽扫西风去
杨树的枝条已经抽出嫩芽，在和煦的春风吹拂下，远看轻烟曼舞。,绿杨结烟垂袅风
东南少数民族把它看作神灵。,夷俗多所神
芙蓉生长在这秋天的江边。,芙蓉生在秋江上
为何我不与故人同归去。,何因不归去
长安的殿阁内弥漫着一片烟霞。,紫泉宫殿锁烟霞
你们夫妇新欢燕尔，却让我们母子生离死别，从此不得相见。,以汝夫妇新燕婉，使我母子生别离。
山果冬天熟。,仲冬山果熟
在成都城外那柏树茂密的地方。,锦官城外柏森森
一般的人。,时人弃此物
鲜花潇洒地开在人世。,潇洒出人世
人们却只去祭拜汉文帝的霸陵。,路人唯拜汉文陵
国家兴亡衰败自有其时运。,家国兴亡自有时
原来是被狂风折断了枝条。,狂风挽断最长条
使我感动落泪沾湿衫衣。,感我涕沾衣
日暮时分在正堂前面。,向夜在堂前
沦陷的人民忍痛生存盼复国。,遗民忍死望恢复
回忆起以前未嫁之时，尚是一个娇小之女。,忆昔娇小姿
夕阳西落樵伴渐见稀少。,日落伴将稀
是谁在忍着心中愁痛偷偷的看着银河。,谁忍窥河汉
蒹葭面对摧残不能够保全自我。,摧折不自守
所以不在青城山上随地吐痰。,不唾青城地
当时曾记得山径幽深。,当时只记入山深
在世上活着贵在韬光养晦。,含光混世贵无名
秋意萧索，长空万里，一片明净。,秋空万里净
回家还赶得上柳条清新。,还及柳条新
自古以来，人终不免一死。,人生自古谁无死
满眼看去，书集满架。,长著香薰一架书
诗是我家祖辈相传的事业。,诗是吾家事
清晨出游，偶然来到他家，却从卯时到酉时喝了一天酒。,朝来偶然出，自卯将及酉。
不愁那前方的征途漫漫。,不愁前路修
恐怕此次游玩不会特别顺心，手把酒杯，心意茫然。,斯游恐不遂，把酒意茫然。
月下的寒露使夜光清冷。,月露宵光冷
如果起用东山谢安石来辅佐平叛。,但用东山谢安石
想想你们是乳燕的时代。,思尔为雏日
做好先让小姑品尝。,先遣小姑尝
这样的生活贵比千金。,犹被读书分
一年到头，家中只剩下锄头。,岁暮锄犁傍空室
主人希望四座同恩，能作长夜之饮，能有不散的筵席，好让这些公子王孙们永远陪伴着他，不要像沟水那样作东西之别。,清夜恩情四座同，莫令沟水东西别。
绽出嫩芽一片嫩黄比丝柔软。,嫩于金色软于丝
以后再也梦不到过新年喝屠苏酒。,无复屠苏梦
我伫立石径枉自迁延。,石径徒延伫
愿我俩和谐美满友谊长存。,惠好庶不绝
哦，是外出的游子，喝着别离的酒，情意正浓。,直到行人酒半酣
让我们共同在这烛光下叙谈。,共此灯烛光
凌冽的寒气惊动了河山。,劲气动河山
不要担心前路茫茫没有知己。,莫愁前路无知己
显赫侯门日渐清幽好像洞仙人家。,侯门渐欲似仙家
我所思念的人啊，哪堪更隔着蓬山千重万重！,更隔蓬山一万重
虽然被贬为下臣放逐到南方。,北极怀明主
灯油将尽的灯焰闪朔着宛如鬼火的青光。,灯青兰膏歇
规劝你饮一杯武昌的菩萨泉。,劝尔一杯菩萨泉
战士拼斗军阵前半数死去半生还。,战士军前半死生
终南山矗立在那儿不偏不斜，山中居住的人也和这山一样爽直正派，虽然山路陡峭。,山中人自正
破额山前，美玉一般碧绿的江水向东而流。,破额山前碧玉流
这真是让人悲愤不已啊！,令人摧心肝
春日里山间暖山路晴明。,晴明路出山初暖
点点又似泪珠涌，锦乡帷帘挂厅堂，春意呵浓浓。,罗帏绣幕围香风
方圆千里鸟儿不敢飞来。,飞鸟千里不敢来
自宫中向外望去，可尽览终南山的雄奇美景。,宫中下见南山尽
伯夷、叔齐是谁。,夷齐是何人
你守卫在边关，我却在吴地。,夫戍边关妾在吴
粮食交尽出苦力。,尽输助徭役
跟它相比，真是不值一提。,但觉尔辈愚
他们无非是敲诈勒索，抢劫财物，你藏在哪里都逃不过他们的眼睛。,徧收宝货无藏处
前往拜访，久久不愿离去。,篮舆相访为淹留
野草花开花落。,野草自花还自落
守城官兵浴血奋战，愈战愈勇。,饮血更登陴
因为有梅花的幽香传来。,为有暗香来
横对着断崖把一座小亭修建。,葺宇横断山
此情此景更觉心胸开阔，神清气爽。,此时放怀望
时间已经过了很久，我心上人也已化为地下的土了。,玉骨久沉泉下土
眼泪不由得双双落在唐武宗的面前。,双泪落君前
以前讥笑我微贱的那些人。,当时笑我微贱者
忧虑的东西少了自然觉得没有烦心事。,虑澹物自轻
忽然听到有紧急文书需要批奏。,忽听传宣颁急奏
向南的枝条上嫩叶刚刚萌芽。,南枝叶微发
起来看到半轮残月的光辉，映照树林上也很暗微。,起看残月映林微
苏武被匈奴拘押了十九年。,苏武在匈奴
仙人的琪树，被比得苍白无色。,仙人琪树白无色
那凋零摇碎的千瓣落红，是秋日夕阳在江波里投下的倒影。,夕阳影里碎残红
二月已经过去三月来到。,二月已破三月来
天下有谁知我的心？,天下无人知我心
义公在大禹寺中参禅修静。,义公习禅寂
令人羡慕的是你们二位前去应举，真如同二条出渊的胶龙，何况你俩又有冠盖当世的才情。,复羡二龙去，才华冠世雄。
只要互相思念也用不着太多的书信问侯。,相思不作勤书礼
俯听山风呼啸迅猛。,俯听闻惊风
恐怕都因为这一段岁月里作诗太费辛苦。,总为从前作诗苦
湖面上漂浮的水苹，一望无际，犹如整齐的草坪。,平铺新绿水蘋生
在华美的三珠树上栖息。,巢在三珠树
满心惆怅不仅仅是因为这凋敝的秋天啊！,伤心不独为悲秋
不如喝上他一杯醉卧在青苔上，莫管关城门的号角声是否响起来。,莫管城头奏暮笳
猛虎隐伏在尺把长的草丛。,猛虎伏尺草
好象要飞出中国大地。,势落九州外
扶桑西端的树枝遥对山峡的断石。,扶桑西枝对断石
盛开的菊花璀璨夺目，阵阵香气弥漫长安。,冲天香阵透长安
年年战死的尸骨埋葬于荒野。,年年战骨埋荒外
这愁苦的日子真不堪忍受。,那堪愁苦节
托他带花带给身在陇头的你。,寄与陇头人
城角与那望陵合遥遥相对。,城隅南对望陵台
去年在终南山下射虎，半夜里回营，漫天大雪积满了我的貂裘。,去年射虎南山秋，夜归急雪满貂裘。
临别时夜茫茫江水倒映着明月。,别时茫茫江浸月
不如与他浪迹五湖去。,吾与尔同归
千万年都不变。,千年无转移
如同囚犯般寄居外地也许会耽误终生。,羁囚阻平生
夫子你坐在其中。,夫子在其间
此次您又承当了远行万里的使命。,君从万里使
心情惆怅，起身出屋，看见一轮明月，已经斜挂山顶。,惆怅起来山月斜
又为祖国痛哭失去了一位坚强战士。,又为斯民哭健儿
月亮照着大旗的影子不断翻飞。,落月翻旗影
有才能的人却被埋没在下级官职中。,英俊沉下僚
远处的天边，衰草与孤云相接，望去如云中垂下。,天迥云垂草
听说矮小果下马。,吾闻果下马
有时我偶然暂时贫穷。,邂逅暂时贫
朝廷的大人们在教颂盛世的太平安康。,北阙圣人歌太康
楚山和秦山之上都有白云。,楚山秦山皆白云
让我陷入日日夜夜的思念。,使我思君朝与暮
缺耳少鼻像个怪兽，也不感到惭愧和耻辱，得命跑了回来。,道无耳准若怪兽，不自愧耻犹生归！
也一睹了“泰山日出”的壮丽美景。,五更沧海日三竿
他曾经跟随秦王作战立下了不世的功勋。,血污秦王衣
唐军将士誓死横扫匈奴奋不顾身。,誓扫匈奴不顾身
早出来的蟋蟀叫了之后又停了下来。,早蛩啼复歇
遇到我这个皇帝使者便诉说不能忍受金朝压迫之苦。,逢着王人诉不堪
槐柳树阴下小径幽幽。,槐柳阴中野径斜
它们窥视着窗户映照着翠竹显现出更加精巧玲珑。,窥窗映竹见玲珑
衣袂飘举。,飘颻龙虎衣
因为税重，贫穷的农户很多。,税重多贫户
突然明月升上夜空。,明月忽飞来
我已经离开朝廷很久。,不趁常参久
劳累和饥饿使全家人青黄寡瘦，面带菜色。,虽作人形俱菜色
流放岭南与亲人断绝了音信。,岭外音书断
此刻一别，真不知何时何地才能与你相见。,不知何地再逢君
泾、渭合流处的渡口，又改了路线。,官渡又改辙
倘若遇上仙人骑羊子。,倘逢骑羊子
水面上风起柳絮飘飘行。,池面鱼吹柳絮行
水中的荷叶好似妇人所用的妆镜。,浦里青荷中妇镜
但整天浓阴密布，云天雾海。,云容薄更深
往南登上邹衍居住的碣石宫。,南登碣石阪
怀念故去旧友徒然吟诵闻笛小赋。,怀旧空吟闻笛赋
铁甲冰冷得让人难以穿上。,都护铁衣冷难着
即使是送与王明君马上作乐的琵琶声又哪能穿越。,那堪马上送明君
春天的野草长得茂密，连绵成片，无法分辨它的名字，在水边、在土丘上随意发芽蓬勃生长。,春草绵绵不可名，水边原上乱抽荣。
雁声凄厉远远地飞过潇湘去。,雁声远过潇湘去
只愿我不违背归隐心意。,但使愿无违
曾经留下宋玉的旧衣裳。,曾留宋玉旧衣裳
奇异的色彩和纹饰相互隐映，正面看。,异彩奇文相隐映
当年韩信羞与周勃、灌婴为伍，祢衡耻于交往屠沽小儿。,韩信羞将绛灌比，祢衡耻逐屠沽儿。
站在丛台上极目远眺，白云绵绵，飘在襄国上空。,云遮襄国天边去
以便直通天堂。,驾天作长桥
风中的落叶时而聚集时而扬散。,落叶聚还散
最珍贵的宝物自有它的本性，那份精纯和坚刚，并世无俦。,至宝有本性，精刚无与俦。
隔着竹林，惟有山童捣制新茶时敲击茶臼的声音。,山童隔竹敲茶臼
火云清晨刚被胡风吹断。,平明乍逐胡风断
江南丹桔叶茂枝繁。,江南有丹橘
在那秋冬间寒冷的时节，来听这滔滔的江声！,天寒来此听江声
蜡烛要烧成灰烬时像泪一样的蜡油才能滴干。,蜡炬成灰泪始干
他里面披挂着用金线缀成的灿烂铠甲。,错落金锁甲
他这才得益于和煦春风的润育几天啊！,春风来几日
到里长那里用头巾把头发束起来。,去时里正与裹头
了然于心不必再说些什么。,了心何言说
傍晚就到郑州投宿。,暮投郑人宿
确实很少能见她笑起来露出洁白的牙齿。,皓齿信难开
你姐妹自幼尝尽失母苦。,尔辈苦无恃
整夜在敲击刁斗忙于警戒。,竟夕击刁斗
一夜未睡孤灯还摇曳着昏光。,孤灯未灭梦难成
长生殿建得高耸入云。,长生秘殿倚青苍
车马仍在别墅内徘徊。,轩车且徘徊
生死之间不悠远。,生死悠悠尔
新人别自骄自己是新宠。,新人莫恃新
与江河一起迎接傍晚的到来。,夕宿楚水阴
他们把好麦都交了租赋。,尽将精好输公赋
司马相如却想与圣上论论文章的要诣。,相如却与论文章
兴致来时，挥动笔墨多少纸都用得完，就好像骏马一转眼就踏遍九州大地。,兴来一挥百纸尽，骏马倏忽踏九州。
客居万里之外常思回归故里。,万里忆归元亮井
偶逢真名士才肯为他动笔写真。,必逢佳士亦写真
无实之名束缚了壮士。,空名束壮士
燕京少女正是十六七的大好年华。,燕京女儿十六七
你在山泉松风里就可发迹。,举迹倚松石
与佳人相约在黄昏之后。,月上柳梢头
在遥远又高峻的嵩山脚下。,迢递嵩高下
深秋时节，日光穿过竹林，翠绿的竹子越发玲珑可爱。,秋色入林红黯淡，日光穿竹翠玲珑。
今日登临时天边曙色刚散开。,此日登临曙色开
六十年来我妄想学诗，到如今作诗的工夫才算达到深处，这一点只有我自己知道。,六十余年妄学诗，功夫深处独心知。
摸摸腰带上的嵌玉，像冰一样寒凉。,腰围白玉冷
宝应元年我离开草堂时。,昔我去草堂
来的时候仍然随身带着枕头和竹席，好随地安眠。,枕簟仍教到处随
在宫廷中，只要一朝不得意，世事都会成空。,一朝不得意，世事徒为空。
道道晚霞都变成了白白的云朵。,晚云都变露
您将远行，我和您分别，请别轻视我的送别之情，希望您早日平定侵略者，以便及早给朝廷献上获胜捷报的诗歌。,远别无轻绕朝策，平戎早寄仲宣诗。
全都是从沙中浪底淘来的黄金。,尽是沙中浪底来
秀美的庐山挺拔在南斗旁。,庐山秀出南斗傍
我说庄子有山木和鸣雁的比喻，我的牙齿落光了，说不定也是喜事。,我言庄周云，木雁各有喜。
却耽误了我一生的幸福。,误妾百年身
辽水的北岸，积雪融化，涨起了春汛。,辽阳春水生
月色幽暗湖面吹来徐徐夜风。,月暗送湖风
我打马在兰草水边行走。,步余马于兰皋兮
红霞映树鹧鸪啼鸣。,红霞映树鹧鸪鸣
为了喜爱的丈人山。,为爱丈人山
天高云淡正值秋高气爽。,云天属清朗
世人只知文翁能够移风易俗。,但见文翁能化俗
又不懂得占据有利地势。,驱逐急使缘崄巇
远远胜过登仙而去。,远胜登仙去
梅花的香气未曾间断，令人陶醉。,青羊宫到浣花溪
簌簌而下的落叶仿似绵绵不休的秋雨。,落叶如秋霖
遥遥指向前方红楼说那是我的家。,遥指红楼是妾家
租税从哪里出？,租税从何出
一个人走的道路终于进入边远的小城。,道路入边城
那西方驰来了谁家男儿。,西来谁家子
渔潭边常常栖身落脚。,渔潭屡栖泊
是自己太过急切想要见到他。,临堂空复情
烽火四起，干戈遍地，我已看不到像春秋隐士老莱子那种彩衣娱亲的人了，不由感叹人世沧桑、世事多变。,兵戈不见老莱衣，叹息人间万事非。
岭上浮着的晴云似披着丝棉帽。,岭上晴云披絮帽
怎忍剪断凌云的新笋一片心。,忍剪凌云一寸心
大自然虽然默默无言但却有情。,造物无言却有情
松下柴门紧闭长满一院子青苔。,松下柴门闭绿苔
行走在大漠上的返国者频频回首。,沙上行人却回首
梦中又见到君王醒后心里生疑。,梦见君王觉后疑
鸟好像轻飞在一扇屏风里。,鸟度屏风里
将军接受赐盘叩拜皇恩回归。,盘赐将军拜舞归
且又不必躬耕力勤。,又无垄亩勤
桃花李花虽还没有开放。,桃李虽未开
笔能补造化之缺上天都没用。,笔补造化天无功
人生在世就如飞转的蓬蒿。,生世如转蓬
难忍耻辱起而伐桀。,不胜心伐帝
当风云际会的时候，当文王来拜师的时候，那是气如东海。,广张三千六百钓
若想把千里的风光景物看够。,欲穷千里目
简直是把杭州当成了那汴州。,直把杭州作汴州
瞻望古人，皆为离别而洒泪。,古往今来皆涕泪
我已走到安西却还要再向西。,行到安西更向西
已经散尽了我们这些高阳酒徒。,散尽高阳徒
回归家乡纵酒击筑而高歌大风。,归酣歌大风
八品官的青袍年年都一样。,青袍似草年年定
反过来，如果处于幽谷之中。,反如在幽谷
悟道之人才能心有明月。,明者独有月
那官印经久不用已生绿霉。,印文生绿经旬合
沅水湘江日夜不停地流向东方。,沅湘日夜东流去
他的部分都来吊唁他。,部曲皆相吊
哪儿还顾得没有明天早餐的粮米。,岂顾明日无晨炊
不知不觉地沉沉入梦，在梦中只用了片刻工夫，就已经走完数千里的路程到达江南了。,枕上片时春梦中，行尽江南数千里。
湘娥把泪珠洒满斑竹，九天素女也牵动满腔忧愁。,江娥啼竹素女愁
却身堕南海边毒瘴之地。,身堕南州瘴海间
到处可以听见小鸟的鸣叫声。,处处闻啼鸟
朋友们带着酒相互陪伴着来到了竹林深处。,春酒相携就竹丛
浓叶间仍听见黄莺婉转歌唱，梁上依旧有燕语呢喃，一声声都有我的幽怨。,叶底歌莺梁上燕，一声声伴人幽怨。
每次相逢都是尽醉而还。,相逢每醉还
茂盛的春草总是催人早日归家。,萋萋总是无情物
万里船帆桅樯乘着海外清风。,万里帆樯海餐风
这一次且再试一试你新磨的刀具。,聊试发硎刀
峥嵘的山势屹立曙空。,峥嵘当曙空
惜别之意寄来赠送于你。,此意投赠君
月亮缺了它的辉光很容易会盈满。,月缺魄易满
离家之仿只靠归梦排解。,别家赖归梦
那亭亭玉立的荷花绽蕾盛开，在阳光辉映下，显得格外的鲜艳娇红。,映日荷花别样红
此时虽大地回春，万物欣欣向荣，但人却老了。,万物皆春人独老
住在湘江岸边四周没有邻居。,寓居湘岸四无邻
长安章台街里还有其他花朵为伴。,章台街里芳菲伴
像小儿女那样悲伤泪湿佩巾。,儿女共沾巾
羡慕隐士已有所托。,慕隐既有系
可不要先送给她的姐妹们，要是她知道我在如此苦苦地思念她，为了她而忧愁，她该先拿来送给我，一慰我的愁怀。,未持寄小姑，且持感愁魂。
就让一切顺其自然，存亡随从天意吧。,存亡任大钧
喔喔的鸡叫之声在邻家不断长鸣。,喔喔邻鸡一再鸣
时髦人却要求他衰朽的骈偶。,时人责衰偶
苍白的容颜如今又增添了些许白发。,苍颜华发今如许
一年年过去，白头发不断添新。,年去年来白发新
不知她心里究竟恨的是谁。,不知心恨谁
病愈时双鬓斑白已然老去。,病起头已白
每天欣赏你如花般美丽的容颜。,不得如花岁岁看
想要鼓翼奋飞却辗转在病床。,身欲奋飞病在床
云霞散曲只在天边留下一点影子。,云散天边影
连昌宫长满了宫竹，年岁太久无人来管理。,连昌宫中满宫竹
像海燕雄雌分飞，像沟水东西分流，我和你一般身世满怀忧戚离家飘游。,海燕参差沟水流，同君身世属离忧。
检验玉真假还需要烧满三天。,试玉要烧三日满
我只觉得心中一片茫然，不知道身在何处，眼前的水色与天光都是蔚蓝。,茫然不悟身何处，水色天光共蔚蓝。
尽管在白昼，还是懒得开院门。,深院昼慵开
朝霞把散花楼染得光彩夺目。,朝光散花楼
夏商周未多此事。,三季多此事
却向着城头骂着汉人。,却向城头骂汉人
曾两度经过阳关。,两度过阳关
想念你却见不得你，分别之后，我的头发都已经斑白了。,相忆不可见，别来头已斑。
她说过要来的，其实是句空话，一去便杳无影踪。,来是空言去绝踪
远远望去，小岛和深潭之间都是荷叶和莲花。,叶屿花潭极望平
飞鸟在长空中飞尽。,长空去鸟没
暮春三月花败又花开。,三月残花落更开
年龄却已老大，白发萧骚；,白发种种来无情
集贤殿的学士们站立围观者密集众多，排列像堵墙，争相观看我在中书堂下笔应试文章。,集贤学士如堵墙，观我落笔中书堂。
希望你能够长久保持妖娆妩媚。,愿君留得长妖韶
不知何时会再见到故乡。,未卜见故乡
谁还记得吴王夫差的事儿呢。,只今惟有西江月
银河纵横穿流。,河汉纵且横
称姿贵彩，的确是超凡绝俗。,浓姿贵彩信奇绝
月宫的老兔老兔寒蟾在悲泣天色。,老兔寒蟾泣天色
不幸这只孤凤竟死在恶鹰的血爪下。,鸷鹗啄孤凤
等到你见人事部长官的那天，天下应当再无贤人隐居了，你一定会推举我李白的。,尔见山吏部，当应无陆沉。
目睹此情景，不由得低头长叹，然而此叹又有谁在意呢：,低头独长叹，此叹无人喻。
去换得每年才一次的相逢？,换得年年一度来
你行文如飞何其洒落。,飞文何洒落
镜湖水面如明镜。,镜湖流水漾清波
到司马氏手中已衰微非常。,礼乐卯金刀
高挂在城头上空的一弯月亮形同一张悬着的弯弓。,城头残月势如弓
抬起头，眼见那天边夕阳西坠，孤云飘浮，禁不住忧愁悱恻。,落日孤云始欲愁
燕支山西面的酒泉道上，北风刮起狂沙，卷起白草。,燕支山西酒泉道，北风吹沙卷白草。
想钓东海巨龟的计划也没有实现。,空郁钓鳌心
但都难以与绵邈的峨眉相匹敌。,峨眉邈难匹
紫阁山峰和终南山相连。,紫阁连终南
孤独无助的臣下早己衫湿泪尽。,孤臣泪已尽
将军骑马出了紫塞长城。,将军出紫塞
晚上旅馆佛寺的大门喧腾声。,夜喧山门店
四海的英侠们都争相追随。,四海雄侠皆相推
与梅花伤心离别的时候又恰好碰上我悲愤欲绝。,伤离适断肠
送您到万里之外西击胡。,送君万里西击胡
鹳雀楼西边有百尺桅樯。,鹳雀楼西百尺樯
来自皇天，雨露滋润。,自天题处湿
天上雷鸣电闪，风起云涌。,天作云与雷
乐人就像独行于暴风之中。,长飙风中自来往
我以前在巴东三峡之时。,我在巴东三峡时
高高的宫门和楼阁冰浴在夕阳的余晖中，桃李技叶茂密，柳絮随风飞舞。,洞门高阁霭馀辉，桃李阴阴柳絮飞。
枝头栖息的乌鸦，伴着秦淮河的流水。,栖鸦流水点秋光
我今天出城去送马遵，不惜拿旧衣服去典押以便换取酒钱，买些酒好为他践行。,我今出城勤送子，沽酒不惜典弊袍。
夜里曾听到他的神马嘶鸣，天亮却杳无踪迹。,夜闻马嘶晓无迹
太原出产的毛毯硬涩。,太原毯涩毳缕硬
最初天子并不认识。,天子初未识
行船在渡口停驻不敢过江。,津口停舟渡不得
还不如去购买一只小猴子耍弄。,何如买取胡孙弄
好似美貌姑娘面容上浓淡相宜的薄妆，让人心怡。,似匀深浅妆
昨日得到了爱卿作的黄菊赋，看到这用细细剪裁的金黄色菊花，斟酌而成的词句。,昨日得卿黄菊赋，碎剪金英填作句。
高祖平定天下时宣誓好听。,高祖誓功衣带小
或许彼此还会有相梦的时候。,或有梦来时
那江边的送客亭，有送行人雨中依依惜别。,客散红亭雨未收
本来是值得高兴的事，然而同样没有想到，久别重逢，乍逢又别！,忽漫相逢是别筵
说什么是国家祥瑞？,难道是国家祥瑞
城墙都已经化为灰烬，仿佛东晋大臣陶侃，后来成为了八州都督。,粉堞女墙都已尽，恍如陶侃梦天门。
德高望重崔少府在清江河畔。,美人清江畔
日落西山独自走向愚溪渡口。,日西独向愚溪渡
当年太史籀用大篆来改变古文蝌蚪。,当时籀史变蝌蚪
其实也像反覆无常的小人。,亦同翻覆小人心
菩提原本就没有树。,菩提本无树
玄宗出奔，折断金鞭又累死九马。,金鞭断折九马死
又何必担心西都长安呢。,岂复忧西都
会稽山上的雾气散了，显露出高峻的山体和葱郁的草木，明净的水面上没有风也起了水波。,稽山罢雾郁嵯峨，镜水无风也自波。
罗浮山下四季都是春天。,罗浮山下四时春
挂在壁间，杀敌的金鞍宝马也只好送给了朋友。,金鞍骏马散故人
千岁之龟游于莲叶之上。,龟游莲叶上
接幕府紧急命令急速启程。,幕府当年急急符
那里有一种花，人们都不曾见识。,其间有花人不识
明年又有谁在此凭依栏杆？,明年谁此凭阑干
算了吧，我这庸才已逐日衰老鬓苍。,无才日衰老
不要为人生的短暂而悲叹。,无作牛山悲
花草树木成行成垄，都是主人亲手栽种。,花木成畦手自栽
神纵使赐福于我也难成功。,神纵欲福难为功
只可惜，眼下你这位调音知己不在，不能把我们的诗歌美妙地弹唱。,惜无协律者，窈眇弦吾诗。
只见邺城风雨草连天。,邺城风雨连天草
容貌与体力也在逐渐衰退。,容将力共衰
沈园已经不是原来的池阁亭台。,沈园非复旧池台
登上韩公堆远望我的家乡。,韩公堆上望秦川
那中原的君臣正困伏在一些豺狼虎豹的身边。,中原君臣豺虎边
雪白的颜色令人自愧无容。,白雪耻容颜
酒杯之中自然死生没有差别。,一樽齐死生
借助雷声打开人的天耳，远听千里之外。,凭雷蹑天窗
而只有钟山山势由东向西，蜿蜒如龙，似乎要与江河相抗衡。,钟山如龙独西上，欲破巨浪乘长风。
当了大官的朋友人一阔就变脸，早与我断的来往，长久饥饿的小儿子，小脸凄凉，让我愧疚而感伤。,厚禄故人书断绝，恒饥稚子色凄凉。
在这里写这种拙劣的诗简直就是在班门弄斧。,鲁班门前弄大斧
紧紧关闭的漆黑棺材是什么。,漆棺幽閟是何物
清风暂来时卧在北窗下。,清风北窗下
看到照射在地面的月光就知道是夜晚了。,地疑明月夜
檐边滴尽水珠叮咚。,滴沥檐宇虚
答我灵寿是其名。,重复欣嘉名
共同怀抱鸿鹄大志。,俱怀鸿鹄志
丛林苍苍，山风吹来，落木萧萧。,十里萧萧古树风
春日里害相思，人儿憔悴消瘦。,又是相思瘦
一朝气短呼吸停。,一朝纩息定
老朋友为什么不能一起来呢？,故人何得不同来
身世同样凄凉可惜生不同时。,萧条异代不同时
一年将尽，这身子将向何处寄托。,岁晚身何托
在这寂寞的旅店中有谁来看望慰问。,旅馆谁相问
伍子胥被吴王弃于吴江之上。,子胥既弃吴江上
才华超绝与伊尹吕尚难分高下。,伯仲之间见伊吕
看来又一年过去了，我对故乡的思念也愈加凝重，愈加深沉。,白帝城高急暮砧
我一再来到这里思念远方的亲人，盼望着一起喝酒，陶醉在花香绿树里。,复此遥相思，清尊湛芳绿。
傍晚已经越过陇山之颠。,暮及陇山头
一望无垠的沙滩上，潮水涌上来了，像一道白色的长虹。,漫漫平沙走白虹
熟得很透啊，几番细心地移放却还是把它弄破了，令人惊讶的是上万颗樱桃竟然如此圆得匀称而相同。,数回细写愁仍破，万颗匀圆讶许同。
妖艳色彩温暖娇嫩肌肤。,妖色暖鲜肤
我空虚落寞的生涯，唯有清酒方可得知。,濩落生涯独酒知
涧水里冼洗脚，月影在水中出现。,濯足月在涧
落第而归，重又带着书箱走进家门，是谁能体贴关怀而怜悯你？,携笈归江重入门，劳劳谁是怜君者。
金铛里乱点的是野酡酥。,金铛乱点野酡酥
